Name,INJ_1,INJ_2,INJ_3,INJ_4,INJ_5,INJ_6,INJ_7,INJ_8,INJ_9,INJ_10,INJ_11,INJ_12,INJ_13,INJ_14,INJ_15,INJ_16,Team,Year
Jake Fisher,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Bengals,2017
Wallace Gilberry,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Bengals,2017
A.J. Green,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Bengals,2017
Marcus Hardison,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengals,2017
Clark Harris,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Bengals,2017
Jeremy Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengals,2017
William Jackson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengals,2017
Dre Kirkpatrick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bengals,2017
Tyler Kroft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bengals,2017
Cedric Ogbuehi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bengals,2017
Cedric Peerman,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Bengals,2017
Pat Sims,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengals,2017
Derron Smith,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Bengals,2017
Brandon Thompson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bengals,2017
C.J. Uzomah,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Bengals,2017
Shawn Williams,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Bengals,2017
Eric Winston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bengals,2017
James Wright,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Bengals,2017
Allen Barbre,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Eagles,2017
Kenjon Barner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Eagles,2017
Ron Brooks,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,Eagles,2017
Trey Burton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Vinny Curry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Jon Dorenbos,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Eagles,2017
Zach Ertz,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Dorial Green-Beckham,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eagles,2017
Taylor Hart,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Eagles,2017
Jordan Hicks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Mychal Kendricks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eagles,2017
Bennie Logan,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Eagles,2017
Ryan Mathews,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Eagles,2017
Jordan Matthews,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Eagles,2017
Alex McCalister,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Eagles,2017
Leodis McKelvin,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Isaac Seumalo,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Wendell Smallwood,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Eagles,2017
Matt Tobin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Eagles,2017
Bryce Treggs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eagles,2017
Halapoulivaati Vaitai,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Eagles,2017
Joe Walker,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Eagles,2017
Chris Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Houston Bates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Redskins,2017
Will Blackmon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Redskins,2017
Kevin Bowen,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
Bashaud Breeland,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
David Bruton,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
Derek Carrier,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Redskins,2017
William Compton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Su'a Cravens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Redskins,2017
Jamison Crowder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Steven Daniels,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
Vernon Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Reggie Diggs,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
Josh Doctson,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
Quinton Dunbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Redskins,2017
Terence Garvin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Kedric Golston,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
DeAngelo Hall,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
DeSean Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Matt Jones,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Redskins,2017
Robert Kelley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Ryan Kerrigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Anthony Lanier,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Redskins,2017
Shawn Lauvao,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Redskins,2017
Kory Lichtensteiger,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,Redskins,2017
Spencer Long,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Redskins,2017
Keith Marshall,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Redskins,2017
Colt McCoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Redskins,2017
Trent Murphy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Josh Norman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Vinston Painter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Redskins,2017
Niles Paul,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,Redskins,2017
Dashaun Phillips,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Jordan Reed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Redskins,2017
Kendall Reyes,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Brandon Scherff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Preston Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Martrell Spaight,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Nick Sundberg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Redskins,2017
Donte Whitner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Redskins,2017
Trent Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Redskins,2017
Dan Bailey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Anthony Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Dez Bryant,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Barry Church,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Cowboys,2017
Morris Claiborne,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,Cowboys,2017
La'el Collins,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Maliek Collins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Jack Crawford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Tyrone Crawford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cowboys,2017
Ryan Davis,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Cowboys,2017
Lance Dunbar,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Cowboys,2017
Justin Durant,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Cowboys,2017
Doug Free,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Andrew Gachkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Chaz Green,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Randy Gregory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
James Hanna,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Jeff Heath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Anthony Hitchens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
David Irving,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Demarcus Lawrence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cowboys,2017
Ronald Leary,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cowboys,2017
Sean Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Rolando McClain,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Terrell McClain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cowboys,2017
Darren McFadden,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,Cowboys,2017
Kellen Moore,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Mark Nzeocha,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Tony Romo,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,Cowboys,2017
Orlando Scandrick,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Jaylon Smith,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Tyron Smith,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Cowboys,2017
Geoff Swaim,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Cowboys,2017
Charles Tapper,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Josh Thomas,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Cowboys,2017
Cedric Thornton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Cowboys,2017
Kyle Wilber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
J.J. Wilcox,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Cowboys,2017
Jason Witten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cowboys,2017
Jerell Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Giants,2017
Eli Apple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Nat Berhe,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,Giants,2017
Jonathan Casillas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Orleans Darkwa,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,Giants,2017
Larry Donnell,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Adam Gettis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
B.J. Goodson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Janoris Jenkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Giants,2017
Rashad Jennings,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Will Johnson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Brett Jones,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Giants,2017
Matt LaCosse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Roger Lewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Ryan Nassib,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Giants,2017
Marshall Newhouse,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Giants,2017
Owamagbe Odighizuwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Jason Pierre-Paul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Giants,2017
Justin Pugh,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Giants,2017
Bobby Rainey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Jake Rodgers,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Dominique Rodgers-Cromartie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Coty Sensabaugh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Giants,2017
Byron Stingily,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
J.T. Thomas,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Robert Thomas,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Giants,2017
Darian Thompson,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Mykkele Thompson,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Shane Vereen,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,Giants,2017
Nikita Whitlock,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Giants,2017
Kerry Wynn,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Giants,2017
Sam Acho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Mike Adams,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Bears,2017
Adrian Amos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bears,2017
Jonathan Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Johnthan Banks,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bears,2017
Lamin Barrow,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Nick Becton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Josh Bellamy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Brandon Boykin,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Jonathan Bullard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Deon Bush,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bears,2017
Bryce Callahan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,Bears,2017
Ka'Deem Carey,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,Bears,2017
Jay Cutler,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,Bears,2017
David Fales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bears,2017
Ego Ferguson,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Leonard Floyd,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,Bears,2017
Jerrell Freeman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Kyle Fuller,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Eddie Goldman,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,Bears,2017
Hroniss Grasu,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Deiondre' Hall,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,Bears,2017
Lamarr Houston,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Brian Hoyer,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Bears,2017
Alshon Jeffery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Christian Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Harold Jones-Quartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Eric Kush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Bears,2017
Nick Kwiatkoski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Jeremy Langford,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Bears,2017
Paul Lasike,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Cre'von LeBlanc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Charles Leno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Kyle Long,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,Bears,2017
Danny Mason,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Bobby Massie,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Bears,2017
Sherrick McManis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Pernell McPhee,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,Bears,2017
Cameron Meredith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Zach Miller,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Bears,2017
Tracy Porter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Chris Prosinski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Roy Robertson-Harris,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Eddie Royal,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,Bears,2017
Connor Shaw,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Josh Sitton,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Bears,2017
Will Sutton,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Bears,2017
Deonte Thompson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Danny Trevathan,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,Bears,2017
Mitch Unrein,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Bears,2017
Cornelius Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Kevin White,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Bears,2017
Marquess Wilson,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,Bears,2017
Willie Young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bears,2017
Mackensie Alexander,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Vikings,2017
Joe Berger,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Vikings,2017
Alex Boone,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Vikings,2017
Teddy Bridgewater,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Scott Crichton,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Stefon Diggs,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Vikings,2017
Nick Easton,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Rhett Ellison,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Antone Exum,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Sharrif Floyd,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Brandon Fusco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Vikings,2017
Michael Griffin,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,Vikings,2017
Mike Harris,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Taylor Heinicke,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Charles Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Tom Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Vikings,2017
Matt Kalil,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Eric Kendricks,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Vikings,2017
Zac Kerin,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Vikings,2017
Zach Line,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Vikings,2017
Jake Long,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Vikings,2017
Jerick McKinnon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vikings,2017
David Morgan,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Captain Munnerlyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Terence Newman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Vikings,2017
Cordarrelle Patterson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Adrian Peterson,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,Vikings,2017
Jabari Price,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
MyCole Pruitt,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Vikings,2017
Xavier Rhodes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vikings,2017
Edmond Robinson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Vikings,2017
Andrew Sendejo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Vikings,2017
Marcus Sherels,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,Vikings,2017
Andre Smith,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,Vikings,2017
Harrison Smith,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Vikings,2017
Laquon Treadwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Vikings,2017
Jarius Wright,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Vikings,2017
Jared Abbrederis,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
Davante Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Geronimo Allison,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Kennard Backman,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
Chris Banjo,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,Packers,2017
Bryan Bulaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Morgan Burnett,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Randall Cobb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Packers,2017
Jared Cook,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Packers,2017
John Crockett,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
Trevor Davis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Makinton Dorleant,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,Packers,2017
Jayrone Elliott,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Packers,2017
Kyler Fackrell,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Packers,2017
Jacob Flores,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
Demetri Goodson,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Packers,2017
Letroy Guion,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Ladarius Gunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Josh Hawkins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Don Jackson,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,Packers,2017
Jeff Janis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Datone Jones,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Tyler Kuder,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
Eddie Lacy,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
T.J. Lang,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Packers,2017
Corey Linsley,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Packers,2017
Blake Martinez,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Packers,2017
Clay Matthews,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Packers,2017
Ty Montgomery,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Packers,2017
Jordy Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Justin Perillo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Nick Perry,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Packers,2017
Damarious Randall,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Packers,2017
Aaron Rodgers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Quinten Rollins,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Packers,2017
Jake Ryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
Sam Shields,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
James Starks,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,Packers,2017
Kyle Steuck,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Packers,2017
Joe Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Packers,2017
J.C. Tretter,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Packers,2017
Ameer Abdullah,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Lions,2017
Ezekiel Ansah,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Lions,2017
Adairius Barnes,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Lions,2017
Jonathan Bostic,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Lions,2017
